selling_price,year,km_driven,fuel,seller_type,transmission,owners,kmpl,engine_cc,power_bhp,seats
500000,2017,70000,Diesel,Individual,Manual,1,25.8,1498,98.6,5
350000,2011,90000,Diesel,Individual,Manual,3,23,1396,90,5
756000,2016,70000,Diesel,Individual,Manual,2,24.52,1248,88.5,7
240000,2014,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5
80000,2012,120000,Petrol,Individual,Manual,2,19.7,796,35,8
800000,2019,5000,Petrol,Individual,Manual,1,17.19,1197,81.86,5
1250000,2018,25000,Diesel,Individual,Manual,1,17.6,2179,147.94,7
320000,2009,80000,Diesel,Individual,Manual,3,12.05,2179,120,7
509999,2017,25000,Petrol,Individual,Manual,1,18.9,1197,82,5
650000,2019,15000,Diesel,Individual,Manual,1,22.95,1248,74,5
210000,2011,35000,Petrol,Individual,Manual,2,20.92,998,67.1,5
110000,2008,80000,Petrol,Individual,Manual,2,19.7,796,46.3,5
665000,2017,25000,Diesel,Individual,Manual,1,21.5,1497,108.5,5
555000,2017,52000,Diesel,Individual,Manual,1,21.66,1498,108.62,5
560000,2017,52000,Diesel,Individual,Manual,1,21.66,1498,108.62,5
375000,2016,80000,Diesel,Individual,Manual,1,25.32,1198,77,6
2950000,2017,50000,Diesel,Individual,Automatic,1,15.04,2755,174.5,7
605000,2017,127000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
720000,2017,30000,Petrol,Individual,Manual,1,17.5,1199,88.7,5
800000,2017,70000,Diesel,Individual,Manual,1,24.52,1248,88.5,7
1325000,2017,54000,Diesel,Individual,Manual,1,16,2179,140,7
625000,2011,120000,Diesel,Individual,Manual,2,10.5,2835,116.9,6
350000,2011,116500,Diesel,Individual,Manual,1,23,1396,90,5
600000,2012,145000,Diesel,Individual,Manual,2,12.99,2494,100,8
300000,2012,120000,Petrol,Individual,Manual,1,18.5,1197,82.85,5
240000,2011,120000,Diesel,Individual,Manual,1,13.93,2179,138.1,7
377000,2016,80000,Diesel,Individual,Manual,1,25.83,1498,99,5
450000,2013,140000,Petrol,Individual,Manual,1,16.02,1373,93.7,7
160000,2008,100000,Petrol,Individual,Manual,4,13.9,1599,103.2,5
525000,2019,100000,Petrol,Individual,Manual,1,20.14,1197,81.86,5
550000,2011,168000,Diesel,Individual,Manual,2,12.8,2494,102,8
270000,2010,120000,Diesel,Individual,Manual,3,18.3,1991,147.9,5
570000,2016,145000,Diesel,Individual,Manual,2,23.59,1364,67.05,5
225000,2011,90000,Diesel,Individual,Manual,2,20,1399,68,5
590000,2019,90000,Petrol,Individual,Manual,1,20.14,1197,81.86,5
1675000,2018,80000,Diesel,Individual,Manual,1,17.1,1956,170,5
800000,2019,33000,Petrol,Dealer,Manual,1,19.4,1194,94.93,5
450000,2014,13500,Petrol,Individual,Manual,1,18.2,1199,82.4,5
300000,2012,80000,Diesel,Individual,Manual,1,17,1405,70,5
645000,2017,20000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
520000,2013,58000,Diesel,Individual,Manual,1,23.4,1248,74,5
200000,2013,40000,Petrol,Individual,Manual,1,21.1,814,55.2,5
700000,2015,30000,Petrol,Individual,Manual,1,17.4,1497,117.3,5
45000,2000,50000,Petrol,Individual,Manual,2,16.1,796,37,4
459999,2016,73000,Diesel,Individual,Manual,1,25.83,1498,99,5
325000,2014,90000,Diesel,Individual,Manual,2,23.2,1248,73.94,5
350000,2015,50000,Petrol,Individual,Manual,2,20.51,998,67.04,5
440000,2011,80000,Diesel,Individual,Manual,3,22.32,1582,126.3,5
320000,2011,70000,Diesel,Individual,Manual,2,21.9,1396,90,5
169000,2011,41000,Petrol,Individual,Manual,1,18,995,62,5
350000,2013,50000,Petrol,Individual,Manual,4,16.47,1198,73.9,5
350000,2014,113226,Diesel,Dealer,Manual,1,19.68,1399,67,5
310000,2013,90000,Diesel,Individual,Manual,2,20,1399,68.1,5
420000,2010,160500,Diesel,Individual,Manual,4,13.5,2179,115,5
685000,2015,30000,Petrol,Individual,Automatic,1,19.12,1373,91.1,5
560000,2014,132000,Diesel,Individual,Manual,2,19.72,1461,108.45,5
470000,2013,120000,Diesel,Individual,Manual,3,22.9,1248,74,5
380000,2011,80000,Petrol,Individual,Manual,2,16.2,1599,103.2,5
670000,2015,57000,Diesel,Individual,Manual,2,15.4,1997,120,7
550000,2018,5000,Petrol,Individual,Manual,1,22,1197,81.8,5
749000,2016,25000,Petrol,Individual,Manual,1,17.01,1591,121.3,5
899000,2015,80000,Diesel,Individual,Manual,2,19.67,1582,126.2,5
290000,2011,88000,Diesel,Individual,Manual,3,16.52,1991,123.7,5
869999,2014,217000,Diesel,Individual,Manual,2,12.99,2494,100.6,7
350000,2015,60000,Petrol,Individual,Manual,1,20.62,1198,67,7
500000,2017,43000,Petrol,Individual,Manual,1,20.85,1197,83.14,5
400000,2014,77000,Diesel,Individual,Automatic,2,21.66,1498,103.6,5
260000,2016,30000,Petrol,Individual,Manual,1,25.17,799,53.3,5
220000,2015,40000,Petrol,Individual,Manual,2,22.74,796,47.3,5
190000,2014,139000,Diesel,Individual,Manual,2,18.2,1248,73.8,8
400000,2016,80000,Petrol,Individual,Manual,1,18.9,1197,82,5
170000,2014,76000,Diesel,Individual,Manual,2,25.44,936,56.3,5
650000,2019,3500,Petrol,Individual,Manual,1,18.6,1197,81.86,5
60000,2007,62000,Petrol,Individual,Manual,2,16.1,796,37,4
300000,2007,110000,Petrol,Individual,Manual,2,12,2092,127,7
125000,2012,40000,Petrol,Individual,Manual,2,16.2,995,62.1,5
500000,2012,1500000,Diesel,Individual,Manual,1,15.1,2179,140,7
170000,2011,70000,Petrol,Individual,Manual,3,19.7,796,46.3,5
310000,2012,77000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
130000,2011,110000,Petrol,Individual,Manual,2,18,995,62,5
465000,2016,20000,Petrol,Individual,Manual,1,20.51,998,67.04,5
800000,2005,120005,Diesel,Individual,Automatic,2,11,2987,198.5,5
260000,2012,16830,Petrol,Individual,Manual,1,20.2,998,67.1,5
500000,2013,70000,Diesel,Individual,Manual,1,15.96,2523,63,9
325000,2017,38000,Petrol,Individual,Manual,1,23.01,999,67,5
400000,2013,80000,Diesel,Individual,Manual,1,15.96,2523,63,9
3200000,2018,50000,Diesel,Individual,Manual,1,14.24,2755,174.5,7
200000,2007,50000,Diesel,Individual,Manual,1,17.88,1396,52.8,5
450000,2013,52000,Diesel,Individual,Manual,1,17.21,1493,100,7
229999,2012,50000,Diesel,Individual,Manual,1,17,1405,70,5
340000,2016,30000,Petrol,Individual,Manual,1,21.1,814,55.2,5
550000,2014,103000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
975000,2011,93468,Diesel,Individual,Automatic,2,11.4,2953,153.86,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
225000,2010,80000,Petrol,Individual,Manual,2,14,1595,102,5
3250000,2018,12000,Diesel,Individual,Automatic,1,10.91,3198,197,7
280000,2013,70000,Diesel,Individual,Manual,1,25,1396,69,5
700000,2019,4500,Petrol,Individual,Manual,1,19.5,1199,88.76,5
259000,2012,35000,Diesel,Individual,Manual,1,23.03,1396,69,5
3200000,2018,60000,Diesel,Individual,Automatic,1,15.04,2755,174.5,7
1400000,2018,30000,Diesel,Individual,Manual,1,16,1997,140,7
416000,2015,40000,Petrol,Individual,Automatic,1,17.01,1499,110.4,5
250000,2011,70000,Diesel,Individual,Manual,1,19,1248,90,5
210000,2010,120000,Diesel,Individual,Manual,1,21.12,1248,88.8,5
290000,2008,120000,Diesel,Individual,Manual,2,12.05,2179,120,8
220000,2012,90000,Diesel,Individual,Manual,1,23.03,1396,69,5
246000,2012,35000,Diesel,Individual,Manual,2,23.03,1396,69,5
260000,2018,30000,Petrol,Individual,Manual,1,16.8,796,34.2,8
1050000,2018,70000,Diesel,Individual,Manual,1,21.38,1396,88.7,5
290000,2012,60000,Diesel,Individual,Manual,1,21.02,1248,88.76,5
310000,2013,70000,Diesel,Individual,Manual,1,25,1396,69,5
700000,2018,6000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
550000,2016,20000,Petrol,Individual,Manual,1,20.4,1197,81.8,5
450000,2017,70000,Diesel,Individual,Manual,1,19.09,1405,69.01,5
773000,2016,65000,Petrol,Individual,Manual,1,17.8,1497,117.3,5
450000,2017,25000,Petrol,Individual,Manual,1,23.84,1199,84,5
409999,2019,10000,Petrol,Individual,Manual,1,15.37,1196,73,5
45000,2003,35000,Petrol,Individual,Manual,4,16.1,796,37,4
600000,2014,80000,Petrol,Individual,Automatic,2,11.07,2496,179.5,5
250000,2010,63000,Petrol,Individual,Manual,1,18.6,1199,79.4,5
70000,2008,100000,Diesel,Individual,Manual,1,16.8,1405,62,5
690000,2019,1303,Petrol,Dealer,Manual,1,17.8,1198,86.7,5
3975000,2018,31800,Diesel,Dealer,Automatic,1,17.01,1968,188,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
1000000,2018,4295,Petrol,Trustmark Dealer,Manual,1,17.1,1496,105.5,5
1000000,2018,5229,Petrol,Trustmark Dealer,Manual,1,17.1,1496,105.5,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
925000,2018,23712,Diesel,Trustmark Dealer,Manual,1,28.09,1248,88.5,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
430000,2018,16589,Petrol,Trustmark Dealer,Manual,1,20.51,998,67.04,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
675000,2016,53201,Petrol,Trustmark Dealer,Manual,2,17.8,1497,117.3,5
570000,2017,25272,Petrol,Trustmark Dealer,Manual,1,21.01,1197,81.8,5
850000,2017,53619,Diesel,Trustmark Dealer,Manual,1,24.3,1248,88.5,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
640000,2018,6001,Petrol,Dealer,Manual,1,15.9,1496,120.69,5
250000,2013,80000,Diesel,Individual,Manual,1,19.09,1405,69.01,5
1250000,2018,12000,Diesel,Individual,Manual,1,19.6,1461,108.45,5
889000,2017,25000,Petrol,Individual,Manual,1,17,1497,121.31,5
750000,2017,40000,Diesel,Individual,Manual,2,22.54,1396,88.73,5
320000,2010,130000,Diesel,Individual,Manual,3,17.8,1248,75,5
600000,2011,202000,Diesel,Individual,Manual,1,17.67,1968,138.08,5
1000000,2018,40000,Diesel,Individual,Manual,1,28.09,1248,88.5,5
110000,2000,70000,Petrol,Individual,Manual,4,17.3,993,60,5
250000,2008,120000,Petrol,Individual,Manual,2,17.7,1497,78,5
600000,2015,60000,Diesel,Individual,Manual,1,26.59,1248,74,5
165000,2009,60000,Petrol,Individual,Manual,1,19,998,67.1,5
118000,2004,60000,Petrol,Individual,Manual,2,19.7,796,46.3,5
700000,2016,78000,Diesel,Individual,Manual,1,27.39,1248,74,5
585000,2013,80000,Diesel,Individual,Manual,2,20.46,1461,83.8,5
120000,2006,120000,Petrol,Individual,Manual,4,19.7,796,46.3,5
65000,2003,90000,Petrol,Individual,Manual,4,16.1,796,37,4
150000,2006,100000,Petrol,Individual,Manual,2,19.7,796,46.3,5
150000,2009,70000,Petrol,Individual,Manual,4,19.7,796,46.3,5
170000,2004,160000,Diesel,Individual,Manual,3,13.1,1493,82,5
250000,2006,120000,Diesel,Individual,Manual,3,10.5,2179,120,8
100000,2005,100000,Diesel,Individual,Manual,3,13.1,1493,82,5
599000,2013,60000,Diesel,Individual,Manual,2,20.77,1248,88.76,7
250000,2010,135000,Diesel,Individual,Manual,3,18.3,1991,147.9,5
570000,2016,90000,Petrol,Individual,Manual,1,20.4,1197,81.8,5
440000,2013,75000,Diesel,Individual,Manual,2,22.07,1199,73.9,5
300000,2005,185000,Diesel,Individual,Manual,2,11.4,2494,100.6,7
300000,2015,71717,Petrol,Individual,Automatic,2,19.34,1198,76,5
500000,2011,150000,Diesel,Individual,Automatic,2,11.79,2179,120,8
660000,2016,55000,Diesel,Individual,Manual,1,26.59,1248,74,5
256000,2012,90000,Petrol,Individual,Manual,2,15.3,1596,99.6,5
409999,2018,35000,Petrol,Individual,Manual,1,23.01,999,67,5
1888000,2015,120000,Diesel,Individual,Manual,2,12.55,2982,168.5,7
280000,2009,40000,Petrol,Individual,Automatic,3,12.9,1799,130,5
300000,2010,100000,Diesel,Individual,Manual,1,13,2489,95,8
900000,2016,120000,Diesel,Individual,Manual,1,14.1,2179,147.94,5
190000,2014,60000,Petrol,Individual,Manual,1,19,998,67.1,5
800000,2019,2000,Diesel,Individual,Manual,1,15.96,2523,63,9
450000,2012,100000,Diesel,Individual,Manual,1,14,2523,75,8
400000,2015,110000,Diesel,Individual,Manual,1,14.95,2489,93.7,7
150000,2009,90000,Diesel,Individual,Manual,2,13.93,2179,138.1,7
200000,2011,84321,Diesel,Individual,Manual,1,23.57,1396,70,5
600000,2013,177000,Diesel,Individual,Manual,1,15.1,2179,140,7
175000,2010,60000,Diesel,Individual,Manual,1,18,1248,75,5
99000,2008,205000,Diesel,Individual,Manual,2,19.09,1396,69,5
215000,2008,70000,Petrol,Individual,Manual,2,20.36,1197,78.9,5
520000,2013,126000,Diesel,Individual,Manual,2,19.01,1461,108.45,5
2280000,2016,120000,Diesel,Individual,Automatic,2,10.91,3198,197,7
285000,2015,70000,Diesel,Individual,Manual,1,19.1,1405,70,5
660000,2017,82000,Diesel,Individual,Manual,1,18.49,1493,100,7
31504,2004,110000,Petrol,Individual,Manual,3,16.1,796,37,4
515000,2015,45000,Petrol,Individual,Manual,2,20.85,1197,83.14,5
295000,2012,70000,Diesel,Individual,Manual,2,21.64,1461,84.8,5
700000,2015,80000,Diesel,Individual,Manual,2,20.45,1461,83.8,5
1100000,2017,45000,Diesel,Individual,Manual,1,15.4,2179,120,7
300000,2017,60000,Petrol,Individual,Manual,1,20.3,998,68.05,5
450000,2013,41800,Petrol,Individual,Manual,1,18.6,1197,85.8,5
700000,2017,50000,Diesel,Individual,Manual,2,28.4,1248,74.02,5
250000,2012,40000,Diesel,Individual,Manual,1,20,1399,68,5
140000,2009,96000,Petrol,Individual,Manual,2,18.9,1061,67,5
250000,2012,117000,Diesel,Individual,Manual,1,14,2498,112,8
210000,2011,110000,Petrol,Individual,Manual,2,19.81,1086,68.05,5
420000,2014,100000,Diesel,Individual,Manual,2,25.8,1498,98.6,5
130000,2007,88700,Petrol,Individual,Manual,3,19.7,796,46.3,5
320000,2012,70000,Petrol,Individual,Manual,2,16.95,1498,97.7,5
200000,2010,110000,Petrol,Individual,Manual,2,17.3,1061,64,5
310000,2016,15000,Petrol,Individual,Manual,1,22.74,796,47.3,5
200000,2012,80000,Diesel,Individual,Manual,2,20.8,1461,65,5
350000,2014,50000,Petrol,Individual,Manual,1,18.5,1197,85.8,5
444000,2018,15000,Petrol,Individual,Manual,1,21.1,814,55.2,5
300000,2017,25000,Petrol,Individual,Manual,1,22.7,799,53.64,5
225000,2011,57000,Diesel,Individual,Manual,2,21,1461,64.1,5
600000,2012,75000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
260000,2013,26000,Petrol,Individual,Manual,1,15.37,1196,73,5
375000,2015,160000,Diesel,Individual,Manual,1,24.4,1120,71.01,5
260000,2013,26000,Petrol,Individual,Manual,1,15.37,1196,73,5
150000,2010,120000,Petrol,Individual,Manual,2,19.7,796,46.3,5
110000,2014,50000,Petrol,Individual,Manual,2,19.7,796,46.3,5
225000,2012,40000,Petrol,Individual,Manual,1,19.7,796,46.3,5
860000,2017,28000,Petrol,Individual,Manual,1,17.8,1497,117.3,5
650000,2018,50000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
650000,2014,90000,Diesel,Individual,Manual,1,20.77,1248,88.8,7
710000,2016,40000,Diesel,Individual,Manual,1,24.8,1396,88.7,5
430000,2017,113000,Diesel,Individual,Manual,1,25.83,1498,99,5
305000,2011,188000,Diesel,Individual,Manual,2,17.8,1248,75,5
220000,2011,100000,Diesel,Individual,Manual,1,20,1399,68,5
150000,2010,225000,Diesel,Individual,Manual,3,14,1948,90,9
660000,2017,67000,Diesel,Individual,Manual,2,18.49,1493,100,7
140000,2011,70000,Diesel,Individual,Manual,4,25.44,936,57.6,5
1100000,2015,50000,Petrol,Individual,Manual,1,14.28,1798,138.03,5
2450000,2013,60000,Diesel,Individual,Automatic,1,16.36,2179,187.7,5
625000,2017,34000,Diesel,Individual,Automatic,1,22,1498,108.495,5
198000,2004,110000,Petrol,Individual,Manual,3,12.8,1493,100,5
130000,2005,140000,Petrol,Individual,Manual,2,18.9,998,67.1,5
540000,2012,100000,Petrol,Individual,Manual,2,16.8,1497,116.3,5
550000,2017,10000,Petrol,Individual,Automatic,1,18.9,1197,81.86,5
475000,2018,30000,Petrol,Individual,Manual,1,21.63,998,67.04,5
2825000,2017,22000,Diesel,Dealer,Automatic,1,15.73,1968,174.33,5
2125000,2020,5500,Diesel,Dealer,Manual,1,26.8,1597,118,5
3350000,2018,18000,Diesel,Dealer,Automatic,1,19.62,1998,190,5
1800000,2018,20000,Diesel,Dealer,Automatic,1,11.36,2755,171.5,8
540000,2018,7000,Petrol,Dealer,Manual,1,20.3,1086,68,5
910000,2018,20000,Diesel,Dealer,Manual,1,17,2596,80.8,5
484999,2019,4875,Petrol,Dealer,Manual,1,21.63,998,67.04,5
1950000,2020,2700,Diesel,Dealer,Automatic,1,17.01,1582,126.2,5
950000,2018,58511,Diesel,Dealer,Manual,1,24.3,1248,88.5,5
365000,2015,105000,Diesel,Dealer,Manual,1,25.83,1498,99,5
900000,2018,26235,Diesel,Dealer,Manual,1,16.55,2498,105,6
919999,2017,26766,Diesel,Dealer,Manual,1,21.5,1497,108.5,5
1900000,2020,1600,Petrol,Dealer,Automatic,1,13.96,1451,141,5
2950000,2018,46000,Diesel,Dealer,Manual,1,15.8,2148,170,5
1075000,2019,23000,Diesel,Dealer,Manual,1,17.3,1497,121,7
600000,2017,24522,Petrol,Dealer,Manual,1,20.4,1197,81.8,5
3200000,2017,13663,Diesel,Dealer,Automatic,1,22.69,1995,190,5
2600000,2019,11000,Diesel,Dealer,Automatic,1,19.3,1968,141,5
839000,2016,63000,Diesel,Dealer,Manual,1,24.3,1248,88.5,5
635000,2019,2000,Petrol,Dealer,Manual,1,16.2,1199,74,5
550000,2014,300000,Diesel,Individual,Manual,3,12.05,2179,120,8
180000,2011,190000,Diesel,Individual,Manual,3,19.2,1461,65,5
650000,2015,80000,Diesel,Individual,Manual,1,26,1498,98.6,5
350000,2011,80000,Petrol,Individual,Manual,2,16,1198,90,5
265000,2015,54000,Petrol,Individual,Manual,1,23.95,998,67.05,5
330000,2018,30000,Petrol,Individual,Manual,1,23.01,999,67,5
395000,2019,5000,Petrol,Individual,Manual,1,15.37,1196,73,7
700000,2015,58945,Diesel,Individual,Manual,1,18.49,1493,100,7
300000,2012,90000,Diesel,Individual,Manual,1,20,1399,68,5
650000,2011,375000,Diesel,Individual,Manual,1,12.8,2494,102,8
625000,2013,160000,Diesel,Individual,Manual,3,20.77,1248,88.76,7
425000,2014,80000,Diesel,Individual,Manual,2,15.11,1598,103.6,5
55000,2004,50000,Petrol,Individual,Manual,3,16.1,796,37,4
250000,2015,80000,Diesel,Individual,Manual,2,19.09,1405,69.01,5
459999,2015,156975,Diesel,Individual,Manual,1,15.96,2523,62.1,9
1594000,2017,5000,Diesel,Individual,Manual,1,21.43,1364,86.79,5
300000,2014,50000,Petrol,Individual,Manual,1,18.2,1199,82.4,5
950000,2018,27620,Diesel,Dealer,Manual,1,22.77,1498,98.59,5
484999,2013,120000,Diesel,Individual,Manual,1,12.05,2179,120,9
161000,2009,120000,Diesel,Individual,Manual,3,14,2498,112,8
500000,2015,58000,Petrol,Individual,Manual,1,17.19,1197,81.86,5
350000,2012,50000,Petrol,Individual,Manual,1,16.95,1498,97.7,5
550000,2017,40000,Petrol,Individual,Automatic,1,20.89,1197,81.8,5
850000,2018,7800,Petrol,Individual,Manual,1,17.5,1199,88.7,5
240000,2016,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5
950000,2011,68000,Diesel,Individual,Manual,1,13.1,2499,141,7
423000,2015,60000,Petrol,Individual,Manual,2,16.02,1373,93.7,7
90000,2005,74000,Petrol,Individual,Manual,2,12.8,1396,85,5
350000,2011,58000,Diesel,Individual,Manual,2,13.93,2179,138.1,7
170000,2011,70000,Petrol,Individual,Manual,3,19,998,66.1,5
450000,2015,70000,Petrol,Individual,Manual,1,18.16,1196,86.8,5
150000,2009,110000,Petrol,Individual,Manual,2,20.36,1197,78.9,5
511000,2016,80000,Diesel,Individual,Manual,1,22.54,1396,88.73,5
850000,2018,59000,Diesel,Individual,Manual,1,24.2,1498,93.87,7
250000,2018,110000,Diesel,Individual,Manual,1,25,1396,69,5
420000,2020,25000,Petrol,Individual,Manual,1,21.63,998,67.04,5
180000,2014,55000,Petrol,Individual,Manual,1,22.74,796,47.3,5
400000,2015,25000,Diesel,Individual,Manual,1,27.62,793,47,5
150000,2009,300000,Diesel,Individual,Manual,1,14,2498,112,7
500000,2016,143200,Diesel,Individual,Manual,1,25.83,1498,99,5
1689999,2017,60000,Diesel,Individual,Manual,1,17.1,1956,170,5
204999,2012,120000,Diesel,Individual,Manual,1,23.08,1461,63.1,5
459999,2014,145000,Diesel,Individual,Manual,2,26.21,1248,88.5,5
600000,2017,30000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
585000,2019,8000,Petrol,Individual,Manual,1,18.9,1197,81.86,5
551000,2012,170000,Diesel,Individual,Manual,1,13.1,2499,141,7
525000,2013,100000,Diesel,Individual,Manual,1,23.4,1248,74,5
160000,2012,62000,Petrol,Individual,Manual,1,14,796,35,5
825000,2014,110000,Diesel,Individual,Manual,1,15.1,2179,140,7
600000,2015,80000,Diesel,Individual,Manual,2,13.58,2499,72.4,9
65000,2002,80000,Petrol,Individual,Manual,2,17.3,993,60,5
550000,2013,100000,Diesel,Individual,Manual,1,23.4,1248,74,5
650000,2015,120000,Diesel,Individual,Manual,1,15.96,2523,63,9
750000,2019,24000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
380000,2017,80000,Diesel,Individual,Manual,1,25.32,1198,77,6
400000,2012,138000,Diesel,Individual,Manual,1,22.32,1582,126.32,5
50000,2003,147000,Petrol,Individual,Manual,4,18.9,998,67.1,5
750000,2017,60000,Diesel,Individual,Manual,1,18.49,1493,100,7
150000,2011,80000,Petrol,Individual,Manual,1,18,995,62,5
245000,2016,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5
260000,2013,189000,Diesel,Individual,Manual,1,21.02,1248,88.76,5
411000,2014,90000,Diesel,Individual,Automatic,2,21.21,1498,103.2,5
450000,2014,56000,Diesel,Individual,Manual,1,21.9,1396,88.76,5
1300000,2012,140000,Diesel,Individual,Automatic,2,18.88,1995,184,5
351000,2016,60000,Petrol,Individual,Manual,1,23.1,998,67.04,5
550000,2012,130000,Diesel,Individual,Manual,1,15.1,2179,140,7
1300000,2013,140000,Diesel,Individual,Automatic,2,18.88,1995,184,5
260000,2013,189000,Diesel,Individual,Manual,1,21.02,1248,88.76,5
411000,2014,90000,Diesel,Individual,Automatic,2,21.21,1498,103.2,5
450000,2014,56000,Diesel,Individual,Manual,1,21.9,1396,88.76,5
1300000,2012,140000,Diesel,Individual,Automatic,2,18.88,1995,184,5
351000,2016,60000,Petrol,Individual,Manual,1,23.1,998,67.04,5
550000,2012,130000,Diesel,Individual,Manual,1,15.1,2179,140,7
1300000,2013,140000,Diesel,Individual,Automatic,2,18.88,1995,184,5
750000,2016,35000,Diesel,Individual,Manual,1,20.45,1461,83.8,5
800000,2015,35000,Diesel,Individual,Manual,1,20.45,1461,83.8,5
350000,2011,156000,Diesel,Individual,Manual,1,11.57,2179,138.1,7
200000,2013,90000,Petrol,Individual,Manual,1,22.74,796,47.3,5
150000,2008,60000,Diesel,Individual,Manual,3,17,1405,70,5
800000,2016,36000,Diesel,Individual,Manual,1,19.01,1461,108.5,5
350000,2017,20000,Petrol,Individual,Manual,2,21.1,814,55.2,5
350000,2011,160000,Diesel,Individual,Manual,1,13.93,2179,138,7
250000,2006,185000,Diesel,Individual,Manual,1,12.7,2609,116.6,9
170000,2010,110000,Diesel,Individual,Manual,2,17,1405,71,5
395000,2018,10800,Petrol,Individual,Manual,1,25.17,799,53.3,5
450000,2012,120000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
500000,2019,15000,Petrol,Individual,Manual,1,20.89,1197,81.8,5
200000,2012,67500,Diesel,Individual,Manual,1,12.2,1948,68,10
1200000,2017,30000,Diesel,Individual,Manual,1,17.6,2179,153.86,7
400000,2016,50000,Diesel,Individual,Manual,1,25.32,1198,77,6
650000,2016,100000,Diesel,Individual,Manual,1,18.49,1493,100,7
550000,2016,150000,Diesel,Individual,Manual,1,15.96,2523,63,9
1100000,2015,110000,Diesel,Individual,Manual,1,16,2179,140,7
254999,2012,30000,Petrol,Individual,Manual,1,22.74,796,47.3,5
180000,2011,60000,Petrol,Individual,Manual,1,19.7,796,46.3,5
160000,2010,255000,Diesel,Individual,Manual,2,13,2489,95,8
225000,2008,120000,Diesel,Individual,Manual,2,16.52,1991,123.7,5
270000,2015,49900,Petrol,Individual,Manual,2,22.74,796,47.3,5
310000,2012,86000,Diesel,Individual,Manual,1,21.12,1248,88.8,5
225000,2015,71850,Petrol,Individual,Manual,1,20.63,1198,67,5
300000,2015,95000,Diesel,Individual,Manual,3,21.2,1248,75,5
250000,2008,70000,Petrol,Individual,Manual,4,17.5,1298,85.8,5
180000,2011,35000,Petrol,Individual,Manual,1,21.1,814,55.2,5
550000,2015,50000,Petrol,Individual,Manual,1,20.85,1197,83.14,5
300000,2007,120000,Diesel,Individual,Manual,3,13.6,2523,63,7
900000,2015,145000,Diesel,Individual,Manual,1,22.7,1582,126.2,5
1530000,2018,40000,Diesel,Individual,Manual,1,16,2179,138,7
590000,2015,110000,Diesel,Individual,Manual,1,27.39,1248,74,5
2600000,2017,70000,Diesel,Individual,Automatic,1,20.38,1968,143,5
475000,2016,110000,Diesel,Individual,Manual,1,23.2,1248,73.94,5
700000,2018,29000,Diesel,Individual,Manual,1,24,1186,73.97,5
376000,2011,60000,Petrol,Individual,Manual,1,18.9,998,67.1,5
75000,2004,46000,Petrol,Individual,Manual,4,16.1,796,37,4
440000,2012,120000,Diesel,Individual,Automatic,3,11.79,2179,120,8
390000,2016,80000,Petrol,Individual,Manual,1,20.51,998,67.04,5
725000,2012,159000,Diesel,Individual,Manual,2,12.8,2494,102,7
325000,2012,110000,Diesel,Individual,Manual,2,15.96,2523,62.1,7
170000,2010,75000,Petrol,Individual,Manual,2,19.7,796,46.3,5
215000,2010,120000,Diesel,Individual,Manual,3,19.3,1248,73.9,5
350000,2010,110000,Petrol,Individual,Manual,3,17,1497,118,5
80000,2009,80000,Petrol,Individual,Manual,4,18,995,62,5
195000,2012,80000,Petrol,Individual,Manual,2,21.1,814,55.2,5
335000,2014,71000,Diesel,Dealer,Manual,1,21.64,1461,84.8,5
475000,2011,108000,Diesel,Dealer,Manual,1,16,2179,140,7
484999,2015,75000,Diesel,Dealer,Manual,1,19.87,1461,83.8,5
650000,2018,22000,Petrol,Individual,Manual,2,21.56,1462,103.25,5
1850000,2014,76131,Diesel,Individual,Automatic,1,13.22,2967,241.4,5
700000,2018,30000,Petrol,Individual,Manual,2,18.6,1197,81.83,5
3000000,2014,65000,Diesel,Individual,Automatic,1,12.07,2967,241.4,7
900000,2018,60000,Diesel,Individual,Manual,1,15.4,2523,75,7
